Video Title,Video URL,Transcript,Status,Summary
Afternoon Tea for the 21st Century - Sri Lanka,https://www.youtube.com/watch?v=eNZoBBgFyMc," Music Myself as a judge, well I really got excited. I've learned about Sri Lankan culture, food. The performance that we've seen over the last two days was exceptional. As exceptional as the tea from Dilma. We really had good times. Some of the teams brought the culture of Sri Lanka, the various districts, onto the table, into the food, into the tea, married the tea with the food beautifully, taught me and taught the other judges something about the country and its culture and its traditions. What a great way to educate everybody. There is room for a beautiful afternoon tea with just traditional Sri Lankan food brought into the 21st century like this competition was all about. I wish the competitors well in the future on their journey. And we certainly need to thank Dilma for staging this great event together with the Guild of Sri Lanka. you",Success,"The judge reported learning about Sri Lankan culture, food, and tea during a two‑day competition. Participating teams showcased dishes and teas representing various Sri Lankan districts, integrating traditional flavors with contemporary presentation. The event was organized by Dilma in partnership with the Guild of Sri Lanka. The judge expressed confidence in the competitors’ future endeavors."
Greening Batticaloa,https://www.youtube.com/watch?v=S4A4iXGzx2g," Delma Conservation Nearly 10 years back, Delma Conservation came to this place. Under our greening project, we started planting cashew in the bare land. So this particular company also had a lot of lands in the backside. So they have decided a portion of land to be planted with cashew. I think here nearly 300 cashew trees were planted. This was given nearly six years ago and now it is in a bearing stage. And these are all trees in our program. This is a twin situation program. First, our idea is to increase the cashew crop. At the same time, cashew is a big canopy plant. So that's the reason we have planted this to create the greening which has lost in the last cyclone and the tsunami I personally didn get mad at all but I would try to build a doctor at aframi I Biloyannamanda Re my passion, understand My passion for this transport facilities, so I would have taken care of and lavish. Women live here who seem to live in and wash our clothes, and in those weeks, the kind of garden of Krita was bill for about 2-3cm. The people walk and run even through the buildings in ten older homes.",Success,"Delma Conservation began a greening project at the site roughly ten years ago, planting approximately 300 cashew trees on previously bare land. The trees were planted about six years ago and have now entered a bearing stage. The program aims to boost cashew production while providing a large‑canopy plant to restore vegetation lost to a cyclone and tsunami."
Discover a unique story of sustainability by Dilmah Tea,https://www.youtube.com/watch?v=ogcBiUESuVo," Every business has an obligation to share its success with those in need. As a company that is committed to support the people and planet, we knew something wasn't just right about our packaging. We wanted to grow our business, but not at the cost of the planet. In the year 2000, we came up with a simple but solid idea. We completely got rid of the plastic and converted 80% of our tea packages to tear strip. This helped us a lot to eliminate the amount of plastic we were giving away to the environment. Today, we are close to eliminating plastics from all our products. Through our Biodiversity Sri Lanka initiative, we're inspiring and helping other businesses to understand the importance of sustainability. We are a small family business and we cannot do this alone, but we have to do more.",Success,"In 2000 the company eliminated plastic from its tea packaging, converting 80 % of its tea packages to tear‑strip material. The firm reports that it is now close to removing plastics from all of its products. Through its Biodiversity Sri Lanka initiative, it aims to educate and support other businesses on sustainability practices. The organization describes itself as a small family‑owned business."
Tea in tune with you. Tea in tune with what matters – a Dilmah story,https://www.youtube.com/watch?v=KcvDKvHazRQ," The unique geographical heritage of Sri Lanka, its topology, climate and soil, makes it an ideal land where any crop can be grown. Dilma tea is made in the traditional artisanal manner, which requires meticulous care with a personal touch each step of the way. Each leaf that goes into Dilma tea is plucked by hand. The tea leaves are rolled to rupture the leaf cells and allow the cell sap to mix, starting the process of oxidisation. The rolled leaves are spread onto ceramic beds and left to ferment, where the unique flavours and quality of the tea is developed. The doors are passed through the dryer at a temperature of 90 to 95 degrees Celsius. Dilma tea is packed at source, preserving all its natural goodness. It is a business built on quality, authenticity, ethics and integrity. Dilma cares for your tea. From the nursery to your cup. Tea in tune with you. Tea in tune with what matters.",Success,"Sri Lanka’s diverse topography, climate, and soil support the cultivation of many crops, including the tea produced by Dilma. Dilma tea is manufactured using a traditional artisanal process: leaves are hand‑plucked, rolled to rupture cell walls, then spread on ceramic beds to ferment, and finally dried at 90–95 °C before being packed at the source. The company emphasizes quality, authenticity, ethical practices, and integrity throughout production. All processing steps are performed locally, preserving the tea’s natural characteristics."
How to Brew the Perfect Chai,https://www.youtube.com/watch?v=1BGowWIgNkk," We are at the Dilma School of Tea. Welcome back. Today we are going to talk about chai. What is a chai? It is a tea-based healthy Ayurvedic drink. And why is it healthy? Because tea has a beautiful and perfect marriage with different natural ingredients. Tea itself is of course natural because it is the naturally processed leaf of Camellia sinensis. Around a thousand years ago our royalty came up with the idea of delivering natural Ayurvedic health through this combination of tea and spices in our 6,000 year pharmacopoeia star anise, cardamom, cillons, cinnamon, nutmeg these are the medicines that they used in that time and it is these that form the basis of a chai right now I'm going to invite Ajit from the tea lounge by Dilma who's going show us how to brew a chai. Go for it Ajit. You've got to start with a good tea. When I say good tea I don't mean just Dilma. I mean tea that is brewed perfectly because chai is a combination of tea milk whether you use oat milk whether you use as we do in our Sri Lankan tradition whether you use condensed milk or another it simply a matter of taste And then you combine other ingredients So every time you combine some ingredient with tea, you take something away from the tea. So you need to make sure that to respect the tea that you brew it right. So what Ajith is doing right now is he's used fresh tea he's sealed it made sure that it stays fresh and he's added his freshly boiled water and he's gonna stir stirring is important so many of us forget of course in hospitality we are busy but we've got to find time to stir and then you need to cover why do you cover it because a lot of the goodness in tea the goodness the antioxidants are also related to flavor so the goodness and the taste they are volatile which means when you keep it open that beautiful aroma that you get it is also the aroma of the flavor and the goodness leaving so Ajit is now brewing his tea but he has one that he has brewed before so Ajit will get our prior brewed tea so we'll move this aside and so five minutes is the brew but to save time we have one that has already been brewed and we are going to use this instance a Ceylon cinnamon so for this cinnamon because cinnamon has that woody sweetness it is spicy but it is gentle It's got a wonderfully sweet woodiness which we are going to be bringing out. So it is for that reason that we've chosen our brilliant breakfast tea from the tea series. So now if we were doing a ginger or a different, a more intense combination, we would be using a tea that was stronger, possibly even a lower elevation tea. So like all good members of the school of tea, Ajit has one that has been prepared before and this is his tea. So we're doing it in the traditional method in the streets of Colombo and what we're seeing now is with the addition of the condensed milk, you're getting a beautiful reddish color of the tea with milk and that reddishness is important because that means that you've brewed your tea strong and bright, a minimum of five minutes. And now what Ajith is doing, he's added the cinnamon, Ceylon cinnamon because that's got the goodness and he pulling the tea to oxygenate it and when you oxygenate it it tastes better So this froth it a sign that he doing it right and finally once he done that he going to pour it into our chai mug you got the pieces of the cinnamon coming through so that your guest is going to see and feel and taste all of the goodness that's in there and you have this beautiful aesthetically pleasing chai it's authentic and it has that fantastic taste respecting the tea with the strong brew but the important thing about chai also is that you need to create your signature chai. You can use lemongrass, you can use ginger, you can use cinnamon or nutmeg, whatever or you can use pandan leaf that grows in your home or grows in your property. You can use local honey to sweeten and take away from this condensed milk. You can use oat milk, you can use almond milk but always make sure that the combination comes together harmoniously and when I say harmoniously I mean in aroma, in taste, in texture and in the personality. So here I've got a strong tea, I've got sweetness from the condensed milk being balanced out by the sweetness and the spice that comes from the Ceylon cinnamon. Thank you Ajit and cheers.",Success,"Chai is an Ayurvedic beverage made from Camellia sinensis tea combined with traditional spices such as star anise, cardamom, cloves, cinnamon, and nutmeg, a practice attributed to royalty a thousand years ago within a 6,000‑year pharmacopoeia. At the Dilma School of Tea, Ajit from the Tea Lounge by Dilma demonstrates a standard preparation: sealed fresh tea is brewed with boiled water for five minutes, stirred, covered to retain volatile antioxidants, then mixed with condensed milk to achieve a reddish hue indicating a strong brew. Ceylon cinnamon is added and the mixture is oxygenated to produce froth before being poured into a chai mug, displaying visible cinnamon pieces. The method allows customization with alternative milks (oat, almond), sweeteners (local honey), and additional aromatics such as lemongrass, ginger, or pandan leaf,"
"One Plant, Many Teas",https://www.youtube.com/watch?v=f5xkwbgPCp4," Welcome back! This is the Dilma School of Tea and we're talking tea. Now this is a black tea, something like our Dilma Premium Ceylon and what we do here, I'm going to taste these teas. This is a fully fermented tea, that's what a black tea is. It's hand-picked and it's hand-made according to a traditional method perfected over 5,000 years and what is different about this tea, looking at it in comparison with the others is that it has intensity it has brightness but it has intensity it is somewhat like a Shiraz in comparison to a Pinot Shiraz with much greater intensity the intensity comes from the influence of light of sunshine of course of the soils and that produces together with the humidity and other weather conditions it produces that intensity because these two come from the same plant in fact so do all of these except the influence of nature what we define as terroir that sense of place which combines climate soils the influence of heaven and earth it's that that makes this difference so here we're looking Looking at an oolong a dark oolong earthy doesn have the intensity and the robustness of our Ceylon black tea but it earthy and it midway between the black tea and our Ceylon green tea Unfermented, it's light, it's grassy, it's got hay notes, herbal notes and it's a completely different body. A little bit of sweetness in the finish but then here's a prince amongst teas. Now this Ceylon Silver Tips made on Craycate Estate, it is the bud only and the bud is the young tender bud. It is young and therefore contains the greatest amount of antioxidants and then it diminishes. So you have the first leaf with the next highest level of antioxidants, the second leaf and so on. And this is an extraordinary experience. it's got sweetness it's got notes of lychee it's got rambutan it's it's it's beautiful it's balanced clean and extremely bright light and bright on the palate and so these four teas what makes them different is of course to an extent the manufacturing method fermented lightly fermented unfermented and completely handmade but most critically importantly the essence of each of these teas is defined by nature that is terroir and it is the beauty in tea",Success,"The Dilma School of Tea presents four distinct Ceylon teas: a fully fermented black tea (Dilma Premium Ceylon) noted for high intensity and brightness, an earthy dark oolong positioned between black and green teas, an unfermented green tea with grassy, hay and herbal notes, and the Ceylon Silver Tips from Craycate Estate, a bud‑only tea rich in antioxidants and characterized by sweet lychee and rambutan flavors. All teas are hand‑picked and hand‑crafted using traditional methods that date back roughly 5,000 years. Their differing flavor profiles are attributed primarily to terroir—the combined effects of climate, soil, sunlight, humidity, and other natural conditions. Fermentation levels range from fully fermented (black) to lightly fermented (oolong) to unfermented (green) and non‑fermented bud tea (Silver Tips)."
How to Pair Tea with Food,https://www.youtube.com/watch?v=ciRVIuE0VwY," Welcome back to the Dilma School of Tea. Now we're going to see what we can do with that extraordinary beauty of terroir that nature has blessed each of these teas with. Now we're working here with a Ceylon single region black tea, fully fermented. A Suncha Japanese style green tea. An Oolong which is lightly fermented. green tea unfermented of course and a white tea which is entirely handmade just the buds and made on our Craighead estate. And what are we doing with the food? A burger, something as simple as a burger. The meat is an extraordinary connection in terms of flavour, texture and functional benefit with the tea. Why is that? Because tea has a special functional aspect which is its ability to emulsify fats and its ability to balance sugars. And that is how tea works in your body in terms of offsetting the impact of cholesterol on the human body, helping the human body to combat diabetes and its myriad other human health benefits. And so what we're doing here is we are going beyond human health benefit. That's not possible, but we're going to try it. And that means bringing in that aspect of flavor So what the combination of this medium burger and this tea does is that it brings out the tea brings out the flavor of the burger brings out the meatiness in the burger. In this case you have sushi and what this sanchar, grassy, slightly herbal green tea, it's got some texture, it's a little bit of an oily texture and what that does is it brings out the texture and the character in the sushi. So in this case you have the a little bit of ginger and it enhances the flavor of the ginger, it enhances the flavor of the seaweed, the rice and so on. The toasted character in the rice particularly coming through and here you have an oolong and what this oolong does with this cheesecake is it enhances the texture, it brings out that creaminess and that is beautiful on the palate. And then you have our Ceylon Silver Tips which brings out the lemony note in this lemon meringue And the interesting thing is, once you have, once you eat the food, take a sip of the tea, beautiful pairing. Take the second sip, cleansed. It's a palate cleanser, extraordinary one, because it is natural. There is no interference of humans in this except to honor a 5,000 year tradition of handpicking, of withering, to concentrate the flavors, of rolling, and in the case of the black tea and the oolong fermentation light or full fermentation. Enjoy!",Success,"The Dilma School of Tea demonstrates pairings of several estate teas—including a fully fermented Ceylon single‑region black tea, Suncha Japanese‑style green tea, lightly fermented Oolong, unfermented green tea, and handmade white tea from the Craighead estate—with foods such as a beef burger, sushi, cheesecake, and lemon‑meringue. The presentation highlights tea’s functional properties, noting its ability to emulsify fats, balance sugars, and potentially mitigate cholesterol effects and diabetes‑related impacts. Each tea is described as enhancing specific sensory attributes of the paired dish: the black tea accentuates meatiness, the green tea amplifies sushi’s ginger, seaweed, and rice notes, the Oolong enriches cheesecake creaminess, and Ceylon Silver Tips bring out lemony flavors in the meringue. The process references a 5,000‑year tradition of hand‑picking, withering, rolling, and light or full fermentation to concentrate flavor."
Pairing Chocolate with Tea,https://www.youtube.com/watch?v=5vF3U-kkVEs," Welcome back. This is the School of Tea. Today we are looking at some very simple, accessible and popular foods and we're trying to see how tea can dignify them. So here we have a Lindt hazelnut chocolate. It has that nutty sweetness that is characteristic of good chocolate but where it comes into its own is in combination with this Italian almond tea. a beautiful combination of hazelnut and almond but then the tea because it's a black tea it is fully fermented it has some bitterness in it extraordinarily balancing out the sweetness and cleansing the palate it's highlighting the chocolatey note but it's highlighting and then diminishing the sweetness which is what we all want because when you walk away from the table after eating something nice you want to feel good and feel your palate cleansed. So now we're going to again something very simple the Cadbury fruit and nut it's sweet milk chocolate. I think we all know what Cadbury chocolate tastes like. The combination with this mango and strawberry tea is fantastic. What it does the temperature melts the chocolate so it enhances the appreciation of the chocolate but then what it does the mango and the strawberry fuse brilliantly with the fruity note in the fruit and nut it enhances the characteristic the flavor and the appreciation of chocolate texture and flavor and then on the second sip completely cleanses the palette and leaves it with this beautiful clean bright tea character it's soft it's a wonderful lingering finish but you're also getting some of the chocolate still coming up a beautiful combination whether it's milk chocolate or whether it's a lint hazelnut so here we have something that is served in every hotel it's a red velvet cake and we'll try a little bit of this red velvet is sweet but it's that is a light savory sour note and so here in combination with our Craighead Oolong. This is a soft, lightly fruity tea. It's almost a sweet tea. Beautifully balances out the texture of the cake. It brings it up, enhances the cake, enhances it in texture and flavor, and then takes it all away. Not only washing away the fats by emulsifying the fats, but also washing away the sweetness. Cheers. you",Success,"The School of Tea demonstrates pairing Lindt hazelnut chocolate with an Italian almond black tea, noting that the tea’s bitterness balances the chocolate’s nutty sweetness and cleanses the palate. Cadbury fruit‑and‑nut milk chocolate is paired with a mango‑strawberry tea, which melts the chocolate, accentuates its fruity notes, and provides a clean, bright finish after each sip. A red‑velvet cake is served with Craighead Oolong, described as a soft, lightly fruity tea that enhances the cake’s texture and flavor while emulsifying and reducing perceived fat and sweetness. Each pairing is presented as a method for tea to dignify popular foods by moderating sweetness and refreshing the palate."
Pairing Sushi with Sencha Green Tea,https://www.youtube.com/watch?v=vXLXZPqLEws," Welcome back this is the Dilma School of Tea. What we have here is a very simple pairing. It's a Sencha style green tea. It's light, it's grassy, it has herbaceous notes, a little bit citrusy and it's a perfect pairing for the seaweed in this sushi. So with sushi you have ingredients that would beautifully complement the character of this tea. Cucumber, you have seaweed itself and you have lightly toasted rice. And so in combination, you produce that extraordinary marriage of flavour. It's a harmonious, beautiful marriage. And then on the second sip, you find that taste, the flavour, the oiliness, all of that is completely washed away. What a beautiful pairing of tea and food.",Success,"The Dilma School of Tea presents a Sencha‑style green tea characterized by light, grassy, herbaceous and slightly citrusy notes. It is recommended as a pairing for sushi that includes cucumber, seaweed, and lightly toasted rice, as the tea’s flavor complements these ingredients. The combination is described as producing a harmonious marriage of flavors, with the tea’s oiliness and aftertaste being cleared on the second sip. This pairing emphasizes the tea’s ability to enhance and then reset the palate."
Family of Tea Growers TV Commercial – 2010 Edit,https://www.youtube.com/watch?v=ANLBq7Y8VKc," Dilma, our family tea, is made just the way tea was made for centuries. Traditional, real tea. The fast-track way of making tea most commonly used today has sadly dispensed with the real character of tea. At Dilma, we don't take any shortcuts. And never will. By making tea the traditional way, way Dilma ensures the quality and values of reality.",Success,"Dilma is a family‑owned tea brand that prepares its product using traditional methods that have been employed for centuries. The company contrasts this approach with contemporary fast‑track tea production, which it says removes the tea’s authentic character. Dilma states it never uses shortcuts, aiming to preserve the quality and authenticity of the tea."
Tea Inspiration for the 21st Century Next Gen - Singapore Winners,https://www.youtube.com/watch?v=rL4Z2a_GPUM," Music It was a beautifully welcoming table. It was very appropriate to Singapore, so you achieved the first dimension. I'm really intrigued by your menu. It was very brave of you to work with Earl Grey and such complex flavours. The drinks are very tasty, very balanced. Sometimes it's very hard to get the balance between these kind of challenging flavours, but you managed to do it right. The puff pastry was absolutely fantastic. It was really nice and felt through. Good job, ladies. I think overall, the table was very nice, very attractive. The two of you also did very good teamwork. I'm very surprised by the plum vinegar adding into different elements, butterscotch, passion fruit. And I enjoy the drinks separately, I enjoy the food, and I enjoy the pairing. And I'm very happy that I can have the chance to experience your creation.rago.com",Success,"The reviewer praised the table’s design as appropriate for Singapore and highlighted the menu’s use of Earl Grey, plum vinegar, butterscotch, and passion fruit, noting successful flavor balance. The drinks were described as tasty and well‑balanced, while the puff pastry was deemed “absolutely fantastic.” Teamwork between the two creators was commended, and the overall pairing of food and beverages was positively received."
Show Your Kindness - Nuwan's Story,https://www.youtube.com/watch?v=2xWScOzJSQ4," Música Hola, yo soy el hijo de mamá, te ayúca te quiero hablar sobre todo el que te daba aquí al ver si las personas les受atte? La vit 탓 de tiempo y parada. Gracias por ver el video.",Success,The speaker greets the audience and identifies themselves as “the son of mom.” They state an intention to discuss a topic related to time and a pause. The video ends with a thank‑you to viewers.
Easy chicken salad with a tea vinaigrette – S01E03,https://www.youtube.com/watch?v=rDOgqRQpab8," Today I'm using two teas in one dish. How's that? I'm going to use the beautiful chamomile flowers. Now this is stunning. I love to drink it, but I find tea and chamomile are a match made in heaven. And then one of the infusions. In this one, there's moringa, chili, cocoa and cardamom. Spices are great. Tea assists you to emulsify your food and therefore gives you great health. So what better way to be healthy than eat a great salad infused with Dilma tea? Let's get started. All right, so there's two parts to this dish. One is the chicken, which I'm going to coat with chamomile flowers, fried garlic, and some onion salt, and then fry and chill. The other side is actually the salad. These three things here, the soybeans, the cranberries, and the mixed nuts, were all in a package called a superfood salad. Strips of zucchini some heirloom tomatoes and snow peas and sugar snap peas and they going to make the salad I got some organic apple cider vinegar and I infused three bags into 150 ml overnight First I'm going to make the salt to go on the chicken. The aroma of these pure chamomile flowers, I just want to show you how beautiful they are. I don't know whether many people ever look into your bag of tea but I suggest you do with Dilma tea because the only thing in there are the pure ingredients that they say. Fried garlic and then the salt component will come from this onion salt. So just stick that in and then just give it a quick blend. So just liberally sprinkle this beautiful chamomile and garlic salt all over your chicken. Now what I need to do with this is actually to rest it and chill it. So once I've cooked it, then I'm going to put it in the fridge once it's cool and allow it to rest a little bit. Now the rest of this salt I'm going to keep because I'm going to sprinkle it on top of the chicken afterwards. The chicken will probably take you five to seven minutes. So what happened was that chicken breast was so thick I thought I put it in the oven it been in for about seven minutes and then pull it out It beautifully golden brown and cooked It cooked all the way through and now I basically need to put it away, let it chill, let all the flavors go in, and then I can make my salad. Now I'm going to add all the other ingredients to this salad, so some beautiful soybeans, mixed nuts, pepitas, cranberries, some sugar snap peas and snow peas, just crunchy. So when you cook them, you just boil some water, have some ice on the side, drop them in, wait about 25 seconds and take them out. This zucchini, which I think is crazy. I'm going to season that with some salt and pepper. And then a combination of this moringa chili coconut and cardamom vinegar the flavor will come through so well olive oil as you do in a in a vinaigrette and just a little bit of balsamic vinegar but this is reduced thick balsamic so it'll add some sweetness to it that just gets tossed around look at that just lots of colors lots of flavors put that aside for a second and now my chicken I need to slice I always say cut any kind of meat against the grain because then it's more tender. Put a little bit of the salad on the bottom. Wow, the flavours are so good. The flavours of the ginger and the chamomile are now coming through. Put this chicken on. chicken breast is enough for two. Some of that. Use a little bit of the salt to bring out all the flavors. And really that's a very simple salad using Dilma's chamomile tea but also Dilma's morunga, chilli, cocoa and cardamom and that has been infused into vinegar so healthy tasty delicious enjoy Thank you.",Success,"The recipe uses two Dilma tea blends: pure chamomile flowers for a garlic‑onion salt that coats chicken breast, and a moringa‑chili‑cocoa‑cardamom infusion prepared by steeping three tea bags in 150 ml apple cider vinegar overnight. The chicken is fried, rested, chilled, and then sliced against the grain, while the salad combines a “superfood” mix of soybeans, cranberries, mixed nuts, pepitas, zucchini strips, heirloom tomatoes, snow peas and sugar snap peas that are blanched for about 25 seconds and seasoned with salt, pepper, and the infused vinegar. A vinaigrette is made from olive oil, reduced balsamic vinegar, and a portion of the chamomile‑garlic‑onion salt to finish the salad. The assembled dish serves two portions, with the chicken and salad tossed together for a health‑focused meal"
How to make vegan stew with a herbal infusion tea – S01E13,https://www.youtube.com/watch?v=2PndKG8OQ-s," Music This one is going to be using mixed beans. I know for a fact that in the areas that I'm in, all of these beans have been sold out. So I'm sure a lot of you have these stuck in your cupboards and you don't know what to do. easy dish and I'm gonna get a help today too. My son Jai is just hanging around. Jai, Jai, come in. I'm gonna teach him how to do this. He's a uni student and uni students normally eat badly, even for a chef's son. So thanks Jai. Okay, so we've got a whole range of ingredients, very easy. Cumin seeds, dill seeds, garam masala, dried chilies from our garden, some fenugreek seeds, black sesame seeds, turmeric, salt, curry leaves. But one of the other ingredients is this tea. Cinnamon, turmeric, ginger and nutmeg. You think about that and you think yeah that's just food, a food tea. And the tea itself is rooibos, not camellia sinensis. So it has no caffeine but also you can ingest it much easier So great thing to cook with Start off with some coconut oil Here you go Jai Thank you Get the pan nice and hot Put your coconut oil in and then we'll just add everything. There's not even any onions in this. It's such a simple dish. So first what we need to do, Jai, is toast all the seeds. So you can add the cumin seed first. That's it. Dill seeds, dried chilies, fenugreek seeds, sesame, curry leaves. just scrape them in and break them in half. So when you gather them all on your hand, just break them, that's it, and just tear them in half. Now toast all of those. With a lot of these seeds, especially the fenugreek, if they burn, it's not gonna be very tasty at all. It actually goes bitter, so you have to be really careful. Now the other thing I got is some tofu. This is just spiced tofu, again, from the supermarket. Just toss it around. some turmeric and I've got some garam masala but that's right at the end I'm going to add that because it adds a really nice flavor and it's good if it's fresh but the other herb that I going to infuse is this beautiful dill marty check that out you can see the turmeric you see the ginger nutmeg the smell of it there and a beautiful colour there So sprinkle that in Let cook that through a little bit and then the hardest part of all, opening a can. You'll be used to this right. Don't drain them either. Like I really think it's the flavour of the beans. The beans are cooked inside the tin basically and so all this juice it's thick and juicy and has all the flavors of the actual beans itself. Add those two in please Jai. For everyone out there who is dairy free gluten free and vegan this is perfect but for you Jai you can put a couple bits of chicken in there if you like. So we just wait a few minutes probably about five or ten until it starts to bubble and boil then we'll taste it, season it and it's done. Good job. Thank you. Okay, Jai's gone, left me with it but the rest is easy. You can see that the sauce from this is thickened and that's all the juices from the can. And lastly, don't forget the garam masala It adds that beautiful flavour right at the end and the smell has everything It definitely 100 has all the things in this tea The cinnamon the turmeric the ginger and the nutmeg come through immediately But all the other spices that I put in, all the seeds, also add to the flavour. Try and get a little bit of everything in there. Into your bowl. Now I think with this, just a little bit of leftover bread, torn up, stuck on the side. and that is a really hearty, beautiful, warmer of a dish. Ensure that you have lots of health and vitality by drinking this tea and all those Ayurvedic herbs in there. And as a clean, vegetarian and vegan, gluten-free, dairy-free dish, you couldn't get much better. If you want gluten-free 100%, don't use the bread. But otherwise, hope you enjoy it. Cup of tea, a bowl of stew, a good movie. What else can you ask for when you're locked out? Thank you.",Success,"The recipe uses mixed beans (canned with their cooking liquid), toasted cumin, dill, fenugreek, black sesame, dried chilies, curry leaves, and spices including garam masala, turmeric, cinnamon, ginger, and nutmeg, all sautéed in coconut oil and combined with spiced tofu (or optional chicken) before simmering for 5–10 minutes. A caffeine‑free rooibos tea blend (containing cinnamon, turmeric, ginger, and nutmeg) is incorporated for flavor and is highlighted as easily ingestible. The final dish is finished with a sprinkle of garam masala, served hot with optional torn bread, and is described as vegan, gluten‑free, and dairy‑free when bread is omitted. The demonstration is presented by a chef teaching his university‑student son, Jai."
Peppermint tea infused lamb and tzatziki recipe – S01E07,https://www.youtube.com/watch?v=ADbG28-tP1E," Music Today I thought I might use this Dilma peppermint leaves with Ceylon cinnamon. To make this I'm basically doing some curry powder, raisins, a little bit more cinnamon, onion, garlic and ginger. That's it. Olive oil to start, going to fry that. But first I want to make one of the accompaniments and that is a tzatziki. So I've got some great yogurt, it's just Greek style yogurt, nice and thick and rich. A little bit of diced cucumber, a small amount of raw garlic, which adds a really nice flavour to the tzatziki and some black pepper. Also a little lemon juice and that'll add some light to the dish itself and to the accompaniment. Now for crunch, I'm going to do something a little bit different and use some apple But this first has to be mixed up and then a couple of tea bags of the tea and let it infuse now which oil you use is up to you i'm using olive oil a nice amount get it nice and hot and then we're going to cook all of these ingredients the oil is starting to smoke i'm going I'm gonna add the onions, garlic and ginger. Stir that around a little bit. Add my curry leaves, just tear them in half. I'll pop a bit, so watch out. Cook this three to five minutes until it becomes golden. All right, so it's starting to color really nicely. Just lightly, it doesn't have to be dark brown, but become aromatic and lots of flavor coming out of it. Now I'm going to add a little bit of cinnamon, but also two bags of this peppermint tea Next will be some curry powder Doesn have to be anything special no fanciness just nice curry powder Some raisins they going to add the sweetness to balance the curry powder. A little bit of salt. And when the curry becomes fragrant, that's the time to add the lamb. And the reason for that is so that you end up with a really beautiful toasty curry flavor, not just out of the packet, raw curry flavor. Okay, so half a kilo of lamb. And it's important when you're doing this in the initial stages to break the lamb down, really mix it through, because this will ensure that when you do cook it, all the meat will be totally separate. So what I've done is made a little salad here. It's got a bit of mint in it and just some lettuce and then apple. Now apple's gonna add a beautiful flavour and texture to it as well. Time to assemble So pizza bread cut in half and opened up like nice pockets So firstly you need to pack it with your lettuce and then some apple a little bit of the lamb put it on top. Okay and then lastly this tzatziki with the peppermint inside it. I would say this half a kilo of lamb will be enough for at least two or three hungry people. That's it. Look, a really tasty, simple pita bread. Tea is inside, not just the lamb, but also in the tzatziki, but it goes. It's peppermint going with lamb. Perfect. Have a cup of tea with it and this will make the perfect brunch. Enjoy. Have a great week!",Success,"The recipe combines half a kilogram of lamb with olive oil, onion, garlic, ginger, curry leaves, Ceylon cinnamon, curry powder, raisins, salt, and two bags of peppermint tea, cooking the mixture until aromatic before adding the meat and breaking it up to keep pieces separate. A tzatziki accompaniment is made from thick Greek yogurt, diced cucumber, raw garlic, black pepper, lemon juice, and infused peppermint tea. Apple slices, mint, lettuce, and the lamb mixture are packed into halved pizza‑style pita pockets, topped with the peppermint‑flavored tzatziki. The dish yields enough portions for two to three people and is presented as a simple brunch option."
